Papel;Cotação;P/L;P/VP;PSR;Div.Yield;P/Ativo;P/Cap.Giro;P/EBIT;P/Ativ Circ.Liq;EV/EBIT;EV/EBITDA;Mrg Ebit;Mrg. Líq.;Liq. Corr.;ROIC;ROE;Liq.2meses;Patrim. Líq;Dív.Brut/ Patrim.;Cresc. Rec.5a
CFLU4;1.000,00;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;8,88%;10,72%;1,10;17,68%;32,15%;0,00;60.351.000,00;0,06;8,14%
MNSA3;0,42;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;-208,15%;-362,66%;3,63;-13,50%;145,70%;0,00;-9.105.000,00;-6,52;-41,11%
MNSA4;0,47;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;-208,15%;-362,66%;3,63;-13,50%;145,70%;0,00;-9.105.000,00;-6,52;-41,11%
PORP4;2,40;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;-2,08%;0,00;22.399.000,00;0,00;13,66%
PMET3;0,00;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;4,10%;0,00;-290.863.000,00;0,00;37,74%
POPR4;10,17;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;8,66%;5,65%;1,08;15,25%;19,93%;0,00;545.803.000,00;0,82;30,93%
CLAN3;0,00;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;-1,05%;0,00;1.012.240.000,00;0,00;-63,96%
IVTT3;0,00;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;-0,40%;0,00;1.083.050.000,00;0,00;20,67%
CSTB3;150,00;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;40,85%;28,98%;2,60;22,40%;20,11%;0,00;8.420.670.000,00;0,14;31,91%
CSTB4;147,69;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;40,85%;28,98%;2,60;22,40%;20,11%;0,00;8.420.670.000,00;0,14;31,91%
GNDI3;66,95;-3.584,82;5,84;3,423;2,39%;2,378;79,65;87,05;-6,21;91,13;50,88;3,93%;-0,09%;1,17;3,09%;-0,16%;0,00;7.116.080.000,00;0,53;25,23%
DOHL3;6,51;-2.345,00;0,71;0,791;0,15%;0,498;1,06;-10,50;1,87;-11,86;-22,64;-7,53%;-0,03%;5,91;-5,36%;-0,03%;0,00;690.209.000,00;0,22;-2,04%
DOHL4;3,92;-1.412,04;0,43;0,476;0,28%;0,300;0,64;-6,32;1,13;-7,68;-14,66;-7,53%;-0,03%;5,91;-5,36%;-0,03%;12.252,00;690.209.000,00;0,22;-2,04%
ADMF3;35,02;-1.135,04;-1.964,49;0,000;0,00%;7,025;0,00;-1.147,79;0,00;-1.147,79;-1.147,79;0,00%;0,00%;0,00;0,00%;173,08%;3.711,25;-104.000,00;0,00;0,00%
POSI3;4,01;-729,93;0,36;0,165;6,83%;0,137;0,44;2,53;4,21;5,26;4,03;6,54%;0,16%;1,93;7,44%;-0,05%;3.478.860,00;1.597.860.000,00;0,81;3,25%
PLDN4;486,00;-553,07;1,08;0,919;0,00%;0,611;1,07;-75,56;3,10;-33,12;-33,12;-1,22%;-0,17%;10,81;-1,27%;-0,20%;0,00;289.939.000,00;0,01;10,26%
LCSA4;35,09;-337,52;-228,00;79,738;0,00%;125,308;-202,27;-505,80;-96,61;-506,56;-506,56;-15,77%;-23,63%;0,29;-28,74%;67,55%;0,00;-377.568.000,00;-0,35;6.354,07%
BHGR3;19,10;-272,16;1,10;3,613;0,00%;0,855;-194,45;23,70;-8,56;25,95;14,20;15,24%;-1,31%;0,96;3,93%;-0,40%;0,00;1.077.600.000,00;0,20;20,67%
DMMO3;1,76;-258,65;-1,72;2,854;0,00%;3,346;11,90;6,37;-1,37;5,90;5,42;44,81%;-1,10%;2,25;70,39%;0,66%;0,00;-553.275.000,00;0,00;-17,37%
RJCP3;0,01;-224,70;0,65;0,000;0,00%;0,619;0,00;-522,94;0,00;-523,96;-917,32;0,00%;0,00%;0,00;0,00%;-0,29%;0,00;17.287.200,00;0,00;0,00%
ABYA3;4,91;-214,80;1,76;2,055;0,00%;0,527;1,98;19,96;-2,75;33,67;33,67;10,29%;-0,96%;2,09;2,78%;-0,82%;0,00;292.060.000,00;1,31;16,41%
ALPK3;3,36;-211,32;2,10;0,429;0,00%;0,283;-9,40;1,77;-0,44;4,76;2,98;24,20%;0,21%;0,88;19,02%;-0,99%;563.836,00;350.870.000,00;4,45;25,64%
PITI4;1,28;-204,74;0,00;0,000;0,00%;0,000;0,00;-2.637,65;0,00;-2.637,65;111,07;0,00%;0,00%;0,00;0,00%;0,00%;0,00;0,00;0,00;-29,63%
OPCT3;7,83;-181,44;1,71;0,863;0,00%;0,557;5,12;6,40;-1,53;11,50;5,26;13,49%;-0,48%;1,54;10,14%;-0,94%;4.566.460,00;916.790.000,00;1,69;29,91%
TUPY4;48,21;-171,19;2,02;0,616;0,00%;0,630;1,72;9,70;-10,46;13,66;8,52;6,35%;-0,37%;2,41;8,93%;-1,18%;0,00;3.163.240.000,00;1,28;15,24%
GOLL4;0,79;-155,80;-59,93;45,389;0,00%;36,378;-218,83;-783,80;-28,05;-794,05;1.206,47;-5,79%;-29,13%;0,65;-5,98%;38,47%;0,00;-15.861.600.000,00;-1,02;37,35%
ENEV3;16,67;-150,18;1,66;2,100;0,00%;0,605;12,16;9,88;-1,38;14,57;8,68;21,25%;1,63%;1,42;6,76%;-1,10%;176.518.000,00;19.495.000.000,00;0,98;40,24%
LCSA3;12,50;-120,23;-81,22;28,405;0,00%;44,638;-72,05;-180,18;-34,41;-180,95;-180,95;-15,77%;-23,63%;0,29;-28,74%;67,55%;0,00;-377.568.000,00;-0,35;6.354,07%
MAGG3;59,40;-119,98;1,32;0,684;0,00%;0,440;9,32;4,07;-1,55;6,41;5,34;16,82%;-0,57%;1,14;14,05%;-1,10%;0,00;2.246.130.000,00;1,03;9,27%
SQIA3;27,37;-110,33;3,70;3,592;0,00%;1,490;25,87;62,33;-3,84;67,32;18,50;5,76%;-2,88%;1,43;2,81%;-3,35%;0,00;650.717.000,00;0,65;46,32%
PETZ3;3,71;-106,16;1,02;0,497;7,77%;0,450;2,97;8,72;-2,28;9,00;3,21;5,70%;-0,47%;1,72;6,38%;-0,96%;20.945.100,00;1.682.180.000,00;0,25;17,34%
LINX3;37,40;-90,95;4,38;7,885;1,52%;2,745;11,96;53,17;47,06;51,49;22,97;14,83%;-8,67%;2,14;6,82%;-4,81%;0,00;1.619.010.000,00;0,22;15,54%
BNCA3;70,30;-90,30;2,45;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;-2,72%;0,00;3.068.150.000,00;0,00;2,41%
AMIL3;32,20;-73,28;7,70;1,129;0,00%;2,003;-16,95;136,58;-5,43;138,61;50,13;0,83%;-1,53%;0,75;2,22%;-10,51%;0,00;1.532.980.000,00;1,24;28,47%
FIEI3;19,90;-72,70;0,63;23,719;0,00%;0,456;6,89;-9,29;-5,06;-11,98;-12,80;-255,22%;-32,87%;1,54;-5,18%;-0,87%;21.958,90;76.199.000,00;0,18;-6,36%
BRTP3;35,71;-67,26;2,45;1,168;0,00%;0,684;8,98;6,03;-2,40;7,55;7,55;19,37%;-2,96%;1,29;13,41%;-3,64%;0,00;5.302.340.000,00;0,91;3,66%
EVEN3;7,06;-67,00;0,74;0,946;0,00%;0,275;0,45;7,23;1,45;8,27;8,10;13,09%;4,13%;4,80;4,72%;-1,11%;5.199.670,00;1.896.160.000,00;0,59;-3,12%
IDVL11;140,00;-66,00;60,56;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;-91,76%;0,00;237.683.000,00;0,00;0,00%
UCAS3;1,19;-65,37;0,43;0,342;15,26%;0,208;4,32;-7,10;-0,89;-13,73;24,61;-4,82%;-0,52%;1,21;-3,37%;-0,65%;59.550,90;184.099.000,00;0,61;3,35%
CRPG3;15,00;-65,34;0,74;0,595;0,00%;0,480;1,23;-17,75;1,76;-13,84;55,68;-3,35%;-0,91%;2,66;-3,68%;-1,14%;451,36;586.901.000,00;0,01;-10,28%
CRPG5;12,49;-54,41;0,62;0,495;0,00%;0,400;1,02;-14,78;1,46;-10,87;43,73;-3,35%;-0,91%;2,66;-3,68%;-1,14%;99.686,20;586.901.000,00;0,01;-10,28%
SCLO3;14,10;-54,31;-103,08;0,000;0,00%;239,512;-93,21;-46,19;-87,48;-46,28;-46,28;0,00%;0,00%;0,19;-525,74%;189,79%;0,00;-131.315,00;-0,21;0,00%
CRPG6;11,99;-52,23;0,59;0,475;0,00%;0,384;0,98;-14,19;1,40;-10,28;41,35;-3,35%;-0,91%;2,66;-3,68%;-1,14%;841,80;586.901.000,00;0,01;-10,28%
PEFX5;19,00;-52,04;1,68;0,477;0,00%;0,597;20,34;5,75;-3,18;6,59;0,00;8,30%;-0,92%;1,07;11,77%;-3,24%;0,00;396.955.000,00;0,31;4,36%
PEFX3;19,00;-52,04;1,68;0,477;0,00%;0,597;20,34;5,75;-3,18;6,59;0,00;8,30%;-0,92%;1,07;11,77%;-3,24%;0,00;396.955.000,00;0,31;4,36%
MTIG4;23,00;-49,52;-359,15;56,001;0,00%;36,906;-50,93;-94,31;-44,00;-95,57;-104,60;-59,38%;-113,09%;0,27;-47,80%;725,28%;0,00;-7.835.380,00;-4,95;-26,54%
TOYB4;2,50;-47,96;-5,43;5,256;0,00%;4,405;-6,47;-9,04;-3,83;-9,15;-9,67;-58,16%;-10,96%;0,49;-59,36%;11,31%;0,00;-13.852.000,00;-0,07;-26,99%
IMBI3;5,01;-46,42;2,81;2.659,020;0,00%;0,518;-2,21;-97,12;-0,37;-104,72;-107,45;-2.737,88%;-13.821,20%;0,05;-0,54%;-6,05%;0,00;62.544.000,00;0,22;-57,16%
CLAN4;3,00;-44,92;0,47;15,151;0,00%;0,406;-15,50;-82,56;-6,36;-97,43;22,68;-18,35%;-33,73%;0,73;-0,50%;-1,05%;0,00;1.012.240.000,00;0,08;-63,96%
AURA33;72,52;-44,78;20,65;4,045;0,90%;2,476;86,43;9,28;-3,98;10,20;10,20;43,60%;-9,03%;1,12;35,08%;-46,12%;29.249.000,00;762.704.000,00;3,25;17,23%
TUPY3;12,46;-44,24;0,52;0,159;12,16%;0,163;0,44;2,51;-2,70;6,47;4,04;6,35%;-0,37%;2,41;8,93%;-1,18%;10.884.600,00;3.163.240.000,00;1,28;15,24%
TOYB3;2,29;-43,94;-4,97;4,815;0,00%;4,035;-5,93;-8,28;-3,50;-8,39;-8,87;-58,16%;-10,96%;0,49;-59,36%;11,31%;0,00;-13.852.000,00;-0,07;-26,99%
EBTP3;10,21;-43,56;1,17;0,548;0,00%;0,353;-502,47;6,42;-0,73;8,46;2,85;8,53%;-1,03%;0,99;6,03%;-2,68%;0,00;10.782.200.000,00;0,39;22,10%
MOAR3;75,00;-43,21;1,03;0,000;66,93%;0,453;1,04;-35,66;11,84;-19,61;-20,13;0,00%;0,00%;3,68;-2,89%;-2,38%;47.616,60;894.480.000,00;0,81;-99,96%
EBTP4;10,00;-42,66;1,14;0,537;0,00%;0,346;-492,13;6,29;-0,71;8,33;2,81;8,53%;-1,03%;0,99;6,03%;-2,68%;0,00;10.782.200.000,00;0,39;22,10%
FBRA4;34,58;-39,57;1,66;0,457;0,00%;0,738;18,94;7,40;-4,43;10,62;10,62;6,18%;-1,15%;1,11;11,94%;-4,20%;0,00;213.406.000,00;0,77;12,48%
BRTP4;20,81;-39,19;1,43;0,681;0,00%;0,399;5,23;3,51;-1,40;5,03;5,03;19,37%;-2,96%;1,29;13,41%;-3,64%;0,00;5.302.340.000,00;0,91;3,66%
ITEC3;40,10;-35,12;22,04;2.611,690;0,00%;9,216;25,42;-26,00;-68,91;-24,80;-29,56;-10.044,70%;-7.435,88%;5,23;-63,06%;-62,76%;0,00;20.143.000,00;0,00;-74,79%
DTCY3;2,70;-34,43;44,66;4,545;0,00%;4,919;12,96;-36,92;200,36;-32,66;-185,91;-12,31%;-13,20%;1,71;-32,48%;-129,72%;167,96;673.000,00;0,00;-12,15%
HAPV3;32,62;-34,26;0,34;0,556;0,00%;0,221;2,61;12,87;-1,21;15,64;8,61;4,32%;-1,63%;2,05;1,98%;-0,99%;159.239.000,00;48.574.100.000,00;0,27;30,23%
APER3;46,75;-32,82;2,02;2,677;0,00%;1,015;115,28;14,43;-4,33;15,41;11,57;18,55%;-8,24%;1,03;8,33%;-6,15%;0,00;472.202.000,00;0,40;42,20%
IMBI4;3,50;-32,43;1,96;1.857,600;0,00%;0,362;-1,54;-67,85;-0,26;-75,44;-77,41;-2.737,88%;-13.821,20%;0,05;-0,54%;-6,05%;0,00;62.544.000,00;0,22;-57,16%
PRTX3;2,77;-32,27;-145,32;297,651;0,00%;1,400;-2,57;-97,11;-1,43;-128,99;37,19;-306,50%;-922,47%;0,05;-1,50%;450,37%;0,00;-18.917.000,00;-49,85;307,96%
BAHI4;86,00;-32,01;35,47;6,520;0,00%;5,025;-22,10;942,97;-7,33;958,83;131,89;0,69%;-20,63%;0,31;0,55%;-110,79%;0,00;64.582.000,00;0,78;10,32%
DFVA3;9,90;-31,38;60,69;4,327;0,00%;5,365;29,10;-55,91;-31,47;-58,28;-58,28;-7,74%;-13,79%;1,33;-10,35%;-193,42%;0,00;1.170.000,00;2,84;3,39%
ASTA4;25,83;-30,79;1,00;0,652;0,00%;0,446;2,57;19,90;-3,30;33,20;33,20;3,28%;-2,12%;1,71;2,52%;-3,25%;0,00;515.672.000,00;0,85;-4,73%
MAPT4;4,05;-30,76;-0,57;0,000;0,00%;4,815;-372,20;-36,14;-0,51;-36,14;-36,14;0,00%;0,00%;0,00;-13,32%;1,86%;333,07;-6.502.000,00;0,00;0,00%
VGOR4;5,87;-29,58;7,18;1,229;0,00%;1,468;113,97;27,32;-3,22;34,09;34,09;4,50%;-4,59%;1,04;6,00%;-24,29%;0,00;135.178.000,00;1,89;4,77%
CRBM3;90,00;-28,95;3,26;1,498;0,00%;1,172;2,98;-15,45;16,90;-14,17;-14,17;-9,70%;-5,18%;2,24;-12,71%;-11,28%;0,00;827.347.000,00;0,45;-1,58%
MSPA3;46,00;-25,87;0,36;1,704;0,26%;0,203;16,94;-27,00;-0,60;-41,29;95,41;-6,31%;-6,59%;1,15;-0,79%;-1,38%;2.617,05;824.257.000,00;0,26;5,74%
DFVA4;8,00;-25,35;49,04;3,497;0,00%;4,335;23,51;-45,18;-25,43;-47,55;-47,55;-7,74%;-13,79%;1,33;-10,35%;-193,42%;0,00;1.170.000,00;2,84;3,39%
CLSA3;10,51;-24,46;3,06;4,148;0,00%;2,300;7,91;-13,18;8,04;-10,92;-16,07;-31,48%;-16,96%;2,19;-30,79%;-12,52%;0,00;644.827.000,00;0,00;-0,03%
SCAR3;20,87;-24,41;0,79;2,989;8,36%;0,416;2,14;11,91;-2,07;19,24;12,27;25,09%;-11,88%;3,68;3,94%;-3,23%;785.602,00;1.528.950.000,00;0,70;18,30%
BAHI5;65,00;-24,19;26,81;4,928;0,00%;3,798;-16,70;712,71;-5,54;728,57;100,22;0,69%;-20,63%;0,31;0,55%;-110,79%;0,00;64.582.000,00;0,78;10,32%
MNDL3;18,99;-23,55;1,25;0,190;0,00%;0,131;-1,46;2,11;-0,28;7,66;6,51;9,00%;-0,81%;0,82;6,70%;-5,32%;19.692,20;150.298.000,00;3,33;11,73%
MODL3;3,08;-22,99;1,88;0,000;0,71%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;-8,17%;0,00;1.154.890.000,00;0,00;-62,37%
MAPT3;3,01;-22,86;-0,43;0,000;0,00%;3,579;-276,62;-26,86;-0,38;-26,86;-26,86;0,00%;0,00%;0,00;-13,32%;1,86%;0,00;-6.502.000,00;0,00;0,00%
TAMM4;52,73;-22,74;3,80;0,626;0,00%;0,524;-31,11;9,77;-0,96;18,01;9,66;6,41%;-2,21%;0,95;6,36%;-16,70%;0,00;2.174.310.000,00;4,08;9,79%
TAMM3;52,60;-22,68;3,79;0,625;0,00%;0,523;-31,04;9,74;-0,96;17,98;9,65;6,41%;-2,21%;0,95;6,36%;-16,70%;0,00;2.174.310.000,00;4,08;9,79%
RVEE3;6,20;-22,64;0,54;187,122;0,00%;0,439;1,41;-21,85;2,70;-21,74;-23,92;-856,38%;-826,41%;9,66;-2,02%;-2,37%;15.420,60;117.285.000,00;0,00;0,00%
MSPA4;40,00;-22,50;0,31;1,482;0,33%;0,176;14,73;-23,48;-0,52;-37,77;87,28;-6,31%;-6,59%;1,15;-0,79%;-1,38%;272,73;824.257.000,00;0,26;5,74%
MODL11;8,46;-21,05;1,72;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;-8,17%;0,00;1.154.890.000,00;0,00;-62,37%
BIOM3;10,20;-20,72;5,86;10,040;0,00%;3,339;11,37;-24,69;78,39;-25,23;-24,56;-40,66%;-48,45%;2,64;-17,88%;-28,30%;281.692,00;238.009.000,00;0,45;11,63%
MODL4;2,72;-20,30;1,66;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;-8,17%;0,00;1.154.890.000,00;0,00;-62,37%
RPAD5;7,80;-20,18;0,67;0,000;7,93%;0,664;5,28;-364,12;5,58;-294,59;-294,59;0,00%;0,00%;28,89;-0,21%;-3,33%;813,84;983.532.000,00;0,00;0,00%
PCAR4;72,11;-19,65;13,85;1,846;0,00%;1,926;-119,07;22,84;-3,34;24,54;14,02;8,08%;-9,37%;0,95;11,09%;-70,51%;0,00;2.553.000.000,00;1,73;-19,09%
CRBM7;60,00;-19,30;2,18;0,999;0,00%;0,782;1,99;-10,30;11,26;-9,02;-9,02;-9,70%;-5,18%;2,24;-12,71%;-11,28%;0,00;827.347.000,00;0,45;-1,58%
WMBY3;25,39;-19,30;2,87;0,836;0,00%;0,182;1,20;8,62;-1,50;25,02;25,02;9,70%;-7,05%;1,44;2,39%;-14,86%;0,00;212.439.000,00;6,51;-14,48%
AESB3;8,11;-18,67;1,87;1,870;0,00%;0,401;-16,96;7,99;-0,67;18,63;10,05;23,40%;-6,81%;0,84;5,64%;-10,02%;0,00;4.091.560.000,00;2,91;53,10%
TDBH4;0,66;-18,63;1,28;0,906;0,00%;0,811;-6,15;8,73;-5,66;10,23;10,23;10,38%;-4,86%;0,63;10,48%;-6,85%;0,00;554.115.000,00;0,27;35,74%
TANC4;43,00;-18,54;3,10;0,511;0,00%;0,428;-25,37;7,96;-0,78;16,20;8,69;6,41%;-2,21%;0,95;6,36%;-16,70%;0,00;2.174.310.000,00;4,08;9,79%
PCAR5;67,12;-18,29;12,89;1,718;0,00%;1,792;-110,83;21,26;-3,11;22,96;13,11;8,08%;-9,37%;0,95;11,09%;-70,51%;0,00;2.553.000.000,00;1,73;-19,09%
BIOM4;8,68;-17,63;4,99;8,544;0,00%;2,842;9,67;-21,01;66,71;-21,55;-20,98;-40,66%;-48,45%;2,64;-17,88%;-28,30%;0,00;238.009.000,00;0,45;11,63%
CCIM3;5,52;-16,44;0,94;0,498;0,00%;0,198;0,53;8,96;-1,09;25,04;38,84;5,55%;-3,03%;2,58;2,38%;-5,75%;0,00;660.347.000,00;1,93;29,98%
AURE3;10,76;-16,13;0,89;1,023;0,53%;0,230;4,85;7,17;-0,43;19,68;11,68;14,27%;-5,26%;1,36;3,65%;-5,52%;48.961.700,00;12.683.800.000,00;1,95;36,50%
TDBH3;0,56;-15,81;1,08;0,769;0,00%;0,688;-5,22;7,40;-4,80;8,91;8,91;10,38%;-4,86%;0,63;10,48%;-6,85%;0,00;554.115.000,00;0,27;35,74%
GBIO33;10,40;-14,97;1,32;1,518;0,00%;0,791;7,57;13,53;17,58;16,06;16,06;11,21%;-10,14%;1,31;7,12%;-8,83%;0,00;838.439.000,00;0,31;-8,99%
HBSA3;3,90;-13,59;2,41;3,207;0,00%;0,772;3,73;72,76;-2,31;109,01;16,25;4,41%;-23,61%;2,49;1,29%;-17,73%;11.943.600,00;2.203.050.000,00;1,70;4,46%
LECO4;1,46;-13,48;2,00;0,637;0,00%;0,924;-16,84;-29,69;-3,16;-32,69;-32,69;-2,14%;-4,72%;0,82;-3,48%;-14,82%;0,00;105.928.000,00;0,20;3,58%
SEDU3;23,80;-13,36;15,00;3,443;0,00%;1,531;57,90;-22,47;-2,67;-28,68;-69,64;-15,33%;-25,73%;1,09;-8,15%;-112,29%;0,00;415.869.000,00;4,67;10,87%
TESA3;48,00;-13,30;1,62;1,007;0,00%;0,523;-11,10;9,41;-1,35;15,25;10,09;10,71%;-7,58%;0,86;6,42%;-12,18%;0,00;858.223.000,00;1,04;15,48%
RPAD3;4,92;-12,73;0,42;0,000;0,19%;0,419;3,33;-229,68;3,52;-160,15;-160,15;0,00%;0,00%;28,89;-0,21%;-3,33%;444,55;983.532.000,00;0,00;0,00%
IGUA3;8,15;-12,52;-1,44;0,568;0,00%;0,564;-0,65;8,22;-0,60;14,80;5,80;6,91%;-4,53%;0,34;7,61%;11,52%;0,00;-164.188.000,00;-1,33;-7,41%
FGUI3;12,00;-12,41;-2,15;16,009;0,00%;25,203;-2,20;-57,76;-2,05;-70,17;-70,17;-27,72%;-129,00%;0,04;-60,74%;17,32%;0,00;-222.024.000,00;-0,46;2,13%
IGUA6;8,07;-12,40;-1,43;0,562;0,00%;0,558;-0,64;8,14;-0,59;14,72;5,77;6,91%;-4,53%;0,34;7,61%;11,52%;0,00;-164.188.000,00;-1,33;-7,41%
RPAD6;4,76;-12,31;0,41;0,000;0,22%;0,405;3,22;-222,21;3,41;-152,68;-152,68;0,00%;0,00%;28,89;-0,21%;-3,33%;67,52;983.532.000,00;0,00;0,00%
IGUA5;7,98;-12,26;-1,41;0,556;0,00%;0,552;-0,64;8,04;-0,59;14,63;5,73;6,91%;-4,53%;0,34;7,61%;11,52%;0,00;-164.188.000,00;-1,33;-7,41%
JALL3;2,65;-11,91;0,40;0,329;0,00%;0,108;0,51;67,35;-0,28;355,17;3,70;0,49%;-2,77%;2,53;0,21%;-3,40%;3.198.890,00;1.989.210.000,00;2,49;16,55%
PRVI3;10,54;-11,74;1,61;0,919;0,00%;0,565;-250,86;9,71;-1,48;9,87;6,39;9,46%;-7,83%;0,99;6,15%;-13,71%;0,00;525.170.000,00;0,10;16,19%
MTIG3;5,21;-11,22;-81,36;12,686;0,00%;8,360;-11,54;-21,36;-9,97;-22,62;-24,76;-59,38%;-113,09%;0,27;-47,80%;725,28%;0,00;-7.835.380,00;-4,95;-26,54%
GLOB4;30,49;-11,18;12,95;0,706;0,00%;0,595;-3,57;10,05;-1,11;14,36;9,43;7,02%;-6,32%;0,71;8,21%;-115,92%;0,00;1.539.000.000,00;6,78;-4,14%
CPNY3;2,35;-11,00;0,42;0,232;0,00%;0,054;0,20;1,21;-0,13;4,21;4,21;19,13%;-2,11%;2,26;5,48%;-3,86%;0,00;398.830.000,00;2,33;20,10%
ATED3;2,31;-10,97;2,65;1,834;0,00%;2,176;5,01;30,40;5,43;29,67;17,83;6,03%;-11,44%;7,52;8,03%;-24,12%;28.104,60;20.783.000,00;0,05;0,00%
ECPR4;90,74;-9,92;1,22;0,000;0,00%;0,624;175,57;-82,97;-1,29;-82,60;-82,72;0,00%;0,00%;2,97;-0,75%;-12,28%;0,00;141.476.000,00;0,00;0,00%
ECPR3;90,25;-9,87;1,21;0,000;0,00%;0,621;174,62;-82,52;-1,29;-82,15;-82,27;0,00%;0,00%;2,97;-0,75%;-12,28%;0,00;141.476.000,00;0,00;0,00%
AMAR3;1,15;-9,68;2,04;0,391;0,00%;0,293;-1,40;3,64;-0,49;7,72;3,78;10,75%;-4,04%;0,56;9,71%;-21,07%;302.359,00;289.343.000,00;2,33;-16,32%
SIMH3;4,23;-9,68;1,10;0,086;1,66%;0,044;0,40;0,50;-0,08;6,78;4,28;17,19%;-0,44%;1,46;11,37%;-11,36%;25.664.700,00;3.359.090.000,00;17,42;40,46%
AALR3;5,41;-9,53;0,78;0,671;0,00%;0,286;29,00;7,50;-0,79;10,43;5,27;8,94%;-6,21%;1,04;4,18%;-8,17%;372.127,00;1.059.070.000,00;0,41;2,57%
ENJU3;0,90;-8,90;0,60;0,695;0,00%;0,438;1,15;-5,88;1,45;0,45;-2,07;-11,82%;-7,80%;2,95;-16,63%;-6,77%;656.580,00;306.081.000,00;0,00;32,58%
TERI3;64,28;-8,83;0,29;0,107;0,00%;0,081;7,90;7,20;-0,26;39,56;39,56;1,49%;-1,91%;1,03;1,25%;-3,27%;0,00;3.641.000.000,00;1,43;7,94%
CVCB3;1,67;-8,72;1,87;0,595;0,00%;0,233;-2,68;6,66;-0,82;8,30;3,10;8,94%;-6,83%;0,87;4,50%;-21,49%;21.529.800,00;468.360.000,00;1,17;27,98%
SEMP3;16,86;-8,12;1,36;15,081;0,00%;1,201;15,67;-4,42;15,67;-4,07;-4,07;-340,98%;-185,82%;1,64;-30,21%;-16,81%;0,00;118.441.000,00;0,00;-10,37%
BEEF3;6,74;-7,96;4,72;0,152;0,00%;0,152;0,97;2,19;-0,45;6,79;5,32;6,94%;-1,87%;1,34;13,40%;-59,34%;69.366.400,00;1.427.620.000,00;18,71;13,13%
SZPQ4;6,64;-7,85;2,20;0,855;0,00%;0,744;2,62;-20,31;-3,17;-22,77;-22,77;-4,21%;-10,89%;2,97;-3,77%;-28,00%;0,00;684.467.000,00;0,30;-11,71%
NGRD3;26,15;-7,79;0,54;0,865;0,00%;0,402;1,99;-8,27;3,95;-4,35;4,24;-10,46%;-11,11%;2,28;-6,78%;-6,95%;233.622,00;441.259.000,00;0,04;4,32%
ZAMP3;3,50;-7,53;0,97;0,293;0,00%;0,336;-10,67;-197,25;-0,76;-316,56;4,38;-0,15%;-3,89%;0,87;-0,20%;-12,84%;3.226.730,00;1.472.330.000,00;0,76;17,57%
MEDI3;11,55;-7,52;1,89;0,374;0,00%;0,824;-10,02;-9,11;-3,31;-6,61;-6,61;-4,11%;-4,98%;0,79;-12,30%;-25,13%;0,00;426.164.000,00;0,02;13,02%
TCNO3;1,20;-6,81;-8,40;0,000;0,00%;0,034;-0,08;-2,87;-0,04;-15,11;-17,45;0,00%;0,00%;0,28;-1,59%;123,36%;0,00;-946.000,00;-35,76;-32,39%
MLAS3;0,91;-6,46;0,25;0,215;0,00%;0,140;0,40;-7,17;0,60;-8,69;-19,75;-3,00%;-3,33%;2,04;-2,73%;-3,89%;1.763.120,00;2.971.220.000,00;0,22;-8,31%
FICT3;3,15;-5,78;-14,08;-7,014;0,00%;26,647;-119,62;-20,41;-9,73;-21,05;-19,51;34,37%;121,30%;0,41;-149,37%;243,57%;50.356,50;-9.810.000,00;-0,45;-10,87%
BLUT3;5,14;-5,63;0,46;0,000;0,00%;0,138;-0,76;-42,93;-0,20;-53,97;-53,97;0,00%;0,00%;0,00;-0,33%;-8,24%;3.091,81;56.569.000,00;0,12;0,00%
LJQQ3;2,12;-5,55;0,84;0,162;5,76%;0,111;0,39;137,03;-0,77;94,62;2,05;0,12%;-2,91%;1,65;0,11%;-15,22%;5.946.990,00;489.790.000,00;1,01;7,66%
BUET3;24,99;-5,46;-0,97;1,961;0,00%;0,572;-0,67;-13,13;-0,39;-22,60;-36,32;-14,93%;-35,93%;0,11;-5,95%;17,79%;0,00;-124.674.000,00;-0,70;4,55%
